"","ID","CHR","MAPINFO","UCSC_RefGene_Name","UCSC_RefGene_Accession","UCSC_RefGene_Group","Relation_to_UCSC_CpG_Island"
"cg02226192","cg02226192","16",89461734,"ANKRD11","NM_013275","5'UTR",""
"cg27660627","cg27660627","16",89461803,"ANKRD11","NM_013275","5'UTR",""
"cg06365976","cg06365976","16",89462292,"ANKRD11","NM_013275","5'UTR",""
"cg00675737","cg00675737","16",89462359,"ANKRD11","NM_013275","5'UTR",""
"cg07118196","cg07118196","16",89462418,"ANKRD11","NM_013275","5'UTR",""
"cg05900234","cg05900234","16",89462661,"ANKRD11","NM_013275","5'UTR",""
"cg03258727","cg03258727","16",89462782,"ANKRD11","NM_013275","5'UTR",""
"cg07600669","cg07600669","16",89466147,"ANKRD11","NM_013275","5'UTR",""
"cg02080093","cg02080093","16",89468463,"ANKRD11","NM_013275","5'UTR",""
"cg04340114","cg04340114","16",89468673,"ANKRD11","NM_013275","5'UTR",""
"cg01543603","cg01543603","16",89469541,"ANKRD11","NM_013275","5'UTR",""
"cg00206490","cg00206490","16",89469729,"ANKRD11","NM_013275","5'UTR",""
"cg05493336","cg05493336","16",89469845,"ANKRD11","NM_013275","5'UTR",""
"cg09293925","cg09293925","16",89471650,"ANKRD11","NM_013275","5'UTR",""
"cg05749855","cg05749855","16",89472771,"ANKRD11","NM_013275","5'UTR",""
"cg06669446","cg06669446","16",89475959,"ANKRD11","NM_013275","5'UTR",""
"cg09486407","cg09486407","16",89478268,"ANKRD11","NM_013275","5'UTR",""
"cg09222577","cg09222577","16",89480222,"ANKRD11","NM_013275","5'UTR",""
"cg08144444","cg08144444","16",89485322,"ANKRD11","NM_013275","5'UTR","N_Shelf"
"cg09971549","cg09971549","16",89487322,"ANKRD11","NM_013275","5'UTR","N_Shore"
"cg00169122","cg00169122","16",89488963,"ANKRD11","NM_013275","5'UTR","S_Shore"
"cg16556656","cg16556656","16",89490237,"ANKRD11","NM_013275","5'UTR","S_Shelf"
"cg05681957","cg05681957","16",89491200,"ANKRD11","NM_013275","5'UTR","S_Shelf"
"cg06489433","cg06489433","16",89491229,"ANKRD11","NM_013275","5'UTR","S_Shelf"
"cg01788221","cg01788221","16",89496183,"ANKRD11","NM_013275","5'UTR","N_Shelf"
"cg09640686","cg09640686","16",89496981,"ANKRD11","NM_013275","5'UTR","N_Shelf"
"cg09907628","cg09907628","16",89498634,"ANKRD11","NM_013275","5'UTR","N_Shore"
"cg02089452","cg02089452","16",89500152,"ANKRD11","NM_013275","5'UTR","Island"
"cg02192318","cg02192318","16",89500212,"ANKRD11","NM_013275","5'UTR","Island"
"cg12914530","cg12914530","16",89500225,"ANKRD11","NM_013275","5'UTR","Island"
"cg03649606","cg03649606","16",89501735,"ANKRD11","NM_013275","5'UTR","S_Shore"
"cg06039074","cg06039074","16",89502388,"ANKRD11","NM_013275","5'UTR","S_Shelf"
"cg26536240","cg26536240","16",89509760,"ANKRD11","NM_013275","5'UTR",""
"cg16437021","cg16437021","16",89510331,"ANKRD11","NM_013275","5'UTR",""
"cg05665651","cg05665651","16",89525202,"ANKRD11","NM_013275","5'UTR",""
"cg05509965","cg05509965","16",89529161,"ANKRD11","NM_013275","5'UTR",""
"cg09300089","cg09300089","16",89539230,"ANKRD11","NM_013275","5'UTR",""
"cg05320533","cg05320533","16",89541815,"ANKRD11","NM_013275","5'UTR",""
"cg16765487","cg16765487","16",89548175,"ANKRD11","NM_013275","5'UTR",""
"cg08726900","cg08726900","16",89550474,"ANKRD11","NM_013275","5'UTR",""
"cg05288253","cg05288253","16",89552259,"ANKRD11","NM_013275","5'UTR","N_Shelf"
"cg03648679","cg03648679","16",89555682,"ANKRD11","NM_013275","5'UTR","N_Shore"
"cg05175606","cg05175606","16",89556089,"ANKRD11","NM_013275","5'UTR","Island"
"cg13918581","cg13918581","16",89557340,"ANKRD11","NM_013275","TSS1500","Island"
"cg06477423","cg06477423","16",89557368,"ANKRD11","NM_013275","TSS1500","Island"
"cg09971754","cg09971754","16",89557657,"ANKRD11","NM_013275","TSS1500","Island"
"cg06012574","cg06012574","16",89557737,"ANKRD11","NM_013275","TSS1500","Island"
"cg04337688","cg04337688","16",89557739,"ANKRD11","NM_013275","TSS1500","Island"
"cg27641820","cg27641820","16",89557752,"ANKRD11","NM_013275","TSS1500","Island"
"cg08098402","cg08098402","16",89557869,"ANKRD11","NM_013275","TSS1500","S_Shore"
"cg03852963","cg03852963","16",89557923,"ANKRD11","NM_013275","TSS1500","S_Shore"
"cg26666886","cg26666886","16",89558024,"ANKRD11","NM_013275","TSS1500","S_Shore"
"cg08438650","cg08438650","16",89558207,"ANKRD11","NM_013275","TSS1500","S_Shore"
"cg26608982","cg26608982","16",89560068,"","","","S_Shelf"
"cg00653025","cg00653025","16",89571489,"","","","N_Shelf"
"cg15206445","cg15206445","16",89573312,"SPG7;SPG7","NM_199367;NM_003119","TSS1500;TSS1500","N_Shore"
"cg09560549","cg09560549","16",89573369,"SPG7;SPG7","NM_199367;NM_003119","TSS1500;TSS1500","N_Shore"
"cg16428612","cg16428612","16",89573535,"SPG7;SPG7","NM_199367;NM_003119","TSS1500;TSS1500","N_Shore"
"cg07474682","cg07474682","16",89573562,"SPG7;SPG7","NM_199367;NM_003119","TSS1500;TSS1500","N_Shore"
"cg07924503","cg07924503","16",89573631,"SPG7;SPG7","NM_199367;NM_003119","TSS1500;TSS1500","N_Shore"
"cg02244288","cg02244288","16",89573955,"SPG7;SPG7","NM_199367;NM_003119","TSS1500;TSS1500","Island"
"cg04879696","cg04879696","16",89574810,"SPG7;SPG7;SPG7;SPG7","NM_199367;NM_003119;NM_199367;NM_003119","1stExon;1stExon;5'UTR;5'UTR","Island"
"cg07173670","cg07173670","16",89575361,"SPG7;SPG7","NM_003119;NM_199367","Body;Body","Island"
"cg02012242","cg02012242","16",89575947,"SPG7;SPG7","NM_003119;NM_199367","Body;Body","S_Shore"
"cg07426622","cg07426622","16",89578598,"SPG7;SPG7","NM_003119;NM_199367","Body;Body","S_Shelf"
"cg26488985","cg26488985","16",89584852,"SPG7;SPG7","NM_003119;NM_199367","Body;Body","N_Shelf"
"cg16753134","cg16753134","16",89584924,"SPG7;SPG7","NM_003119;NM_199367","Body;Body","N_Shelf"
"cg08318985","cg08318985","16",89585040,"SPG7;SPG7","NM_003119;NM_199367","Body;Body","N_Shelf"
"cg02457207","cg02457207","16",89586550,"SPG7;SPG7","NM_003119;NM_199367","Body;Body","N_Shelf"
"cg08609400","cg08609400","16",89586677,"SPG7;SPG7","NM_003119;NM_199367","Body;Body","N_Shelf"
"cg16521110","cg16521110","16",89588255,"SPG7;SPG7","NM_003119;NM_199367","Body;Body","N_Shore"
"cg07391271","cg07391271","16",89588846,"SPG7;SPG7","NM_003119;NM_199367","Body;Body","Island"
"cg07130392","cg07130392","16",89588927,"SPG7;SPG7","NM_003119;NM_199367","Body;Body","Island"
"cg05484508","cg05484508","16",89589025,"SPG7;SPG7","NM_003119;NM_199367","Body;Body","Island"
"cg03286774","cg03286774","16",89590357,"SPG7;SPG7","NM_003119;NM_199367","Body;Body","S_Shore"
"cg02627286","cg02627286","16",89590583,"SPG7;SPG7","NM_003119;NM_199367","Body;Body","S_Shore"
"cg08845973","cg08845973","16",89592071,"SPG7;SPG7","NM_003119;NM_199367","Body;Body","N_Shore"
"cg08344135","cg08344135","16",89592737,"SPG7;SPG7","NM_003119;NM_199367","Body;Body","N_Shore"
"cg16743903","cg16743903","16",89593216,"SPG7;SPG7","NM_003119;NM_199367","Body;Body","Island"
"cg10448954","cg10448954","16",89593394,"SPG7;SPG7","NM_003119;NM_199367","Body;Body","Island"
"cg08197981","cg08197981","16",89595769,"SPG7;SPG7","NM_003119;NM_199367","Body;Body","S_Shelf"
"cg05187422","cg05187422","16",89597159,"SPG7;SPG7","NM_003119;NM_199367","Body;Body","S_Shelf"
"cg03586649","cg03586649","16",89597289,"SPG7;SPG7","NM_003119;NM_199367","Body;Body","S_Shelf"
"cg04992603","cg04992603","16",89597459,"SPG7;SPG7","NM_003119;NM_199367","Body;Body",""
"cg04002220","cg04002220","16",89598305,"SPG7;SPG7","NM_003119;NM_199367","Body;Body",""
"cg07452625","cg07452625","16",89598568,"SPG7;SPG7","NM_003119;NM_199367","Body;Body",""
"cg03169557","cg03169557","16",89598950,"SPG7;SPG7","NM_003119;NM_199367","Body;Body",""
"cg08905080","cg08905080","16",89600764,"SPG7;SPG7","NM_003119;NM_199367","Body;Body","N_Shelf"
"cg07778534","cg07778534","16",89601834,"SPG7;SPG7","NM_003119;NM_199367","Body;Body","N_Shore"
"cg00439318","cg00439318","16",89601909,"SPG7;SPG7","NM_003119;NM_199367","Body;Body","N_Shore"
"cg27136755","cg27136755","16",89603153,"SPG7;SPG7","NM_003119;NM_199367","Body;Body","N_Shore"
"cg10091053","cg10091053","16",89603535,"SPG7;SPG7","NM_003119;NM_199367","Body;3'UTR","N_Shore"
"cg02207944","cg02207944","16",89603606,"SPG7;SPG7","NM_003119;NM_199367","Body;3'UTR","Island"
"cg03740221","cg03740221","16",89603733,"SPG7;SPG7","NM_003119;NM_199367","Body;3'UTR","Island"
"cg00855299","cg00855299","16",89603817,"SPG7;SPG7","NM_003119;NM_199367","Body;3'UTR","Island"
"cg01648887","cg01648887","16",89605219,"SPG7","NM_003119","Body","S_Shore"
"cg06297023","cg06297023","16",89607162,"SPG7","NM_003119","Body","N_Shore"
"cg07394491","cg07394491","16",89607257,"SPG7","NM_003119","Body","N_Shore"
"cg08362308","cg08362308","16",89608209,"SPG7","NM_003119","Body","N_Shore"
"cg12774921","cg12774921","16",89608299,"SPG7","NM_003119","Body","Island"
"cg00750074","cg00750074","16",89608354,"SPG7","NM_003119","Body","Island"
"cg10227312","cg10227312","16",89608497,"SPG7","NM_003119","Body","Island"
"cg08850438","cg08850438","16",89609646,"SPG7","NM_003119","Body","S_Shore"
"cg00213643","cg00213643","16",89610925,"SPG7","NM_003119","Body","S_Shelf"
"cg00117311","cg00117311","16",89613399,"SPG7","NM_003119","Body",""
"cg06198975","cg06198975","16",89613471,"SPG7","NM_003119","Body",""
"cg04186815","cg04186815","16",89613903,"SPG7","NM_003119","Body",""
"cg07664277","cg07664277","16",89614453,"SPG7","NM_003119","Body",""
"cg04864846","cg04864846","16",89614532,"SPG7","NM_003119","Body",""
"cg04190776","cg04190776","16",89614921,"SPG7","NM_003119","Body",""
"cg27379520","cg27379520","16",89615117,"SPG7","NM_003119","Body",""
"cg07632556","cg07632556","16",89617622,"SPG7","NM_003119","Body",""
"cg04819538","cg04819538","16",89617734,"SPG7","NM_003119","Body",""
"cg08838096","cg08838096","16",89617775,"SPG7","NM_003119","Body",""
"cg27341915","cg27341915","16",89618833,"SPG7","NM_003119","Body",""
"cg08773078","cg08773078","16",89619173,"SPG7","NM_003119","Body",""
"cg27131667","cg27131667","16",89619402,"SPG7","NM_003119","Body",""
"cg04329477","cg04329477","16",89620186,"SPG7","NM_003119","Body",""
"cg03568793","cg03568793","16",89620236,"SPG7","NM_003119","Body",""
"cg01586332","cg01586332","16",89621928,"SPG7","NM_003119","Body",""
"cg09815235","cg09815235","16",89621987,"SPG7","NM_003119","Body",""
"cg01279418","cg01279418","16",89623374,"SPG7","NM_003119","Body","N_Shelf"
"cg07110801","cg07110801","16",89623711,"SPG7","NM_003119","3'UTR","N_Shelf"
"cg23877786","cg23877786","16",89626662,"RPL13;SNORD68;RPL13","NM_000977;NR_002450;NM_033251","TSS1500;TSS1500;TSS1500","Island"
"cg26585801","cg26585801","16",89626715,"RPL13;SNORD68;RPL13","NM_000977;NR_002450;NM_033251","TSS1500;TSS1500;TSS1500","Island"
"cg02897623","cg02897623","16",89626761,"RPL13;SNORD68;RPL13","NM_000977;NR_002450;NM_033251","TSS1500;TSS1500;TSS1500","Island"
"cg14220544","cg14220544","16",89627035,"RPL13;RPL13;SNORD68","NM_033251;NM_000977;NR_002450","TSS200;TSS200;TSS1500","Island"
"cg09554007","cg09554007","16",89627174,"RPL13;RPL13;SNORD68;RPL13","NM_000977;NM_033251;NR_002450;NM_033251","5'UTR;1stExon;TSS1500;5'UTR","Island"
"cg06154111","cg06154111","16",89627682,"RPL13;SNORD68;RPL13","NM_000977;NR_002450;NM_033251","Body;TSS200;Body","Island"
"cg04803098","cg04803098","16",89627791,"RPL13;SNORD68;RPL13","NM_000977;NR_002450;NM_033251","Body;TSS200;Body","Island"
"cg09411121","cg09411121","16",89627813,"RPL13;SNORD68;RPL13","NM_000977;NR_002450;NM_033251","Body;TSS200;Body","Island"
"cg01035068","cg01035068","16",89627855,"RPL13;RPL13;SNORD68","NM_000977;NM_033251;NR_002450","Body;Body;Body","Island"
"cg01995548","cg01995548","16",89628799,"RPL13;RPL13","NM_000977;NM_033251","Body;Body","S_Shore"
"cg02732508","cg02732508","16",89628853,"RPL13;RPL13","NM_000977;NM_033251","Body;Body","S_Shore"
"cg07344397","cg07344397","16",89629499,"RPL13;RPL13","NM_000977;NM_033251","3'UTR;3'UTR","S_Shore"
"cg05177932","cg05177932","16",89631655,"","","","N_Shore"
"cg06764173","cg06764173","16",89632174,"","","","N_Shore"
"cg27410700","cg27410700","16",89632574,"","","","N_Shore"
"cg17576316","cg17576316","16",89632593,"","","","Island"
"cg06552563","cg06552563","16",89632749,"","","","Island"
"cg07954620","cg07954620","16",89633841,"","","","S_Shore"
"cg02272547","cg02272547","16",89634031,"","","","S_Shore"
"cg00264236","cg00264236","16",89634049,"","","","S_Shore"
"cg10191814","cg10191814","16",89634447,"","","","S_Shore"
"cg06385079","cg06385079","16",89634522,"","","","S_Shore"
"cg05305262","cg05305262","16",89634681,"","","","S_Shore"
"cg08963118","cg08963118","16",89636230,"","","","S_Shelf"
"cg04011461","cg04011461","16",89638389,"","","","N_Shelf"
"cg00562180","cg00562180","16",89638519,"","","","N_Shelf"
"cg26619671","cg26619671","16",89638625,"","","","N_Shelf"
"cg02500990","cg02500990","16",89640906,"CPNE7;CPNE7","NM_153636;NM_014427","TSS1500;TSS1500","N_Shore"
"cg11203985","cg11203985","16",89641054,"CPNE7;CPNE7","NM_153636;NM_014427","TSS1500;TSS1500","Island"
"cg10363661","cg10363661","16",89641360,"CPNE7;CPNE7","NM_153636;NM_014427","TSS1500;TSS1500","Island"
"cg16444968","cg16444968","16",89641723,"CPNE7;CPNE7","NM_153636;NM_014427","TSS1500;TSS1500","Island"
"cg26916410","cg26916410","16",89642016,"CPNE7;CPNE7","NM_153636;NM_014427","TSS200;TSS200","Island"
"cg01719998","cg01719998","16",89642051,"CPNE7;CPNE7","NM_153636;NM_014427","TSS200;TSS200","Island"
"cg07690018","cg07690018","16",89642492,"CPNE7;CPNE7","NM_014427;NM_153636","Body;Body","Island"
"cg00037400","cg00037400","16",89642613,"CPNE7;CPNE7","NM_014427;NM_153636","Body;Body","Island"
"cg16616467","cg16616467","16",89642914,"CPNE7;CPNE7","NM_014427;NM_153636","Body;Body","Island"
"cg26217441","cg26217441","16",89643414,"CPNE7;CPNE7","NM_014427;NM_153636","Body;Body","Island"
"cg10225951","cg10225951","16",89647782,"CPNE7;CPNE7","NM_014427;NM_153636","Body;Body","Island"
"cg04080022","cg04080022","16",89648534,"CPNE7;CPNE7","NM_014427;NM_153636","Body;Body","N_Shore"
"cg02628002","cg02628002","16",89649608,"CPNE7;CPNE7","NM_014427;NM_153636","Body;Body","N_Shore"
"cg07213029","cg07213029","16",89649677,"CPNE7;CPNE7","NM_014427;NM_153636","Body;Body","N_Shore"
"cg03294907","cg03294907","16",89649888,"CPNE7;CPNE7","NM_014427;NM_153636","Body;Body","N_Shore"
"cg06278461","cg06278461","16",89650504,"CPNE7;CPNE7","NM_014427;NM_153636","Body;Body","Island"
"cg26618039","cg26618039","16",89650531,"CPNE7;CPNE7","NM_014427;NM_153636","Body;Body","Island"
"cg09369124","cg09369124","16",89650950,"CPNE7;CPNE7","NM_014427;NM_153636","Body;Body","Island"
"cg08565632","cg08565632","16",89650991,"CPNE7;CPNE7","NM_014427;NM_153636","Body;Body","Island"
"cg02317072","cg02317072","16",89652875,"CPNE7;CPNE7","NM_014427;NM_153636","Body;Body","N_Shore"
"cg09738481","cg09738481","16",89653835,"CPNE7;CPNE7","NM_014427;NM_153636","Body;Body","N_Shore"
"cg10499753","cg10499753","16",89654085,"CPNE7;CPNE7","NM_014427;NM_153636","Body;Body","Island"
"cg00973938","cg00973938","16",89654405,"CPNE7;CPNE7","NM_014427;NM_153636","Body;Body","Island"
"cg00647720","cg00647720","16",89654677,"CPNE7;CPNE7","NM_014427;NM_153636","Body;Body","Island"
"cg26655764","cg26655764","16",89657805,"CPNE7;CPNE7","NM_014427;NM_153636","Body;Body","N_Shelf"
"cg10100556","cg10100556","16",89657887,"CPNE7;CPNE7","NM_014427;NM_153636","Body;Body","N_Shelf"
"cg00892703","cg00892703","16",89660342,"CPNE7;CPNE7","NM_014427;NM_153636","Body;Body","N_Shore"
"cg05066973","cg05066973","16",89661800,"CPNE7;CPNE7","NM_014427;NM_153636","Body;Body","Island"
"cg10067109","cg10067109","16",89662042,"CPNE7;CPNE7","NM_014427;NM_153636","Body;Body","Island"
"cg02361439","cg02361439","16",89662319,"CPNE7;CPNE7","NM_014427;NM_153636","Body;Body","S_Shore"
"cg01710450","cg01710450","16",89662404,"CPNE7;CPNE7","NM_014427;NM_153636","Body;Body","S_Shore"
"cg08772106","cg08772106","16",89662793,"CPNE7;CPNE7","NM_014427;NM_153636","Body;Body","S_Shore"
"cg09436290","cg09436290","16",89663612,"CPNE7;CPNE7","NM_153636;NM_014427","3'UTR;3'UTR","S_Shore"
"cg01591830","cg01591830","16",89666000,"","","","S_Shelf"
"cg04691781","cg04691781","16",89668842,"","","",""
"cg08690730","cg08690730","16",89671764,"","","",""
"cg04948060","cg04948060","16",89671984,"","","",""
"cg00052588","cg00052588","16",89672139,"","","",""
"cg10303721","cg10303721","16",89674435,"","","",""
"cg03664916","cg03664916","16",89674560,"","","",""
"cg01764370","cg01764370","16",89674804,"","","",""
"cg09113939","cg09113939","16",89674844,"","","",""
"cg01097406","cg01097406","16",89675127,"","","",""
"cg00522719","cg00522719","16",89678306,"DPEP1","NM_001128141","TSS1500",""
"cg15237356","cg15237356","16",89678323,"DPEP1","NM_001128141","TSS1500",""
"cg16465369","cg16465369","16",89678764,"DPEP1","NM_001128141","TSS1500",""
"cg02922808","cg02922808","16",89678825,"DPEP1","NM_001128141","TSS1500",""
"cg20972466","cg20972466","16",89679595,"DPEP1","NM_001128141","TSS200",""
"cg10311173","cg10311173","16",89682931,"DPEP1","NM_001128141","5'UTR",""
"cg09347176","cg09347176","16",89686618,"DPEP1;DPEP1","NM_001128141;NM_004413","5'UTR;TSS1500",""
"cg06082883","cg06082883","16",89686744,"DPEP1;DPEP1","NM_001128141;NM_004413","5'UTR;TSS1500",""
"cg05184607","cg05184607","16",89686885,"DPEP1;DPEP1","NM_001128141;NM_004413","5'UTR;TSS200",""
"cg05059843","cg05059843","16",89686913,"DPEP1;DPEP1","NM_001128141;NM_004413","5'UTR;TSS200",""
"cg01749904","cg01749904","16",89687052,"DPEP1;DPEP1;DPEP1","NM_001128141;NM_004413;NM_004413","5'UTR;1stExon;5'UTR",""
"cg00487989","cg00487989","16",89688244,"DPEP1;DPEP1","NM_001128141;NM_004413","5'UTR;5'UTR",""
"cg06066694","cg06066694","16",89688353,"DPEP1;DPEP1","NM_001128141;NM_004413","5'UTR;5'UTR",""
"cg00996377","cg00996377","16",89689757,"DPEP1;DPEP1","NM_001128141;NM_004413","5'UTR;5'UTR",""
"cg01079242","cg01079242","16",89689811,"DPEP1;DPEP1","NM_001128141;NM_004413","5'UTR;5'UTR",""
"cg02393727","cg02393727","16",89690088,"DPEP1;DPEP1","NM_001128141;NM_004413","5'UTR;5'UTR",""
"cg05347456","cg05347456","16",89690262,"DPEP1;DPEP1","NM_001128141;NM_004413","5'UTR;5'UTR",""
"cg09869502","cg09869502","16",89690802,"DPEP1;DPEP1","NM_001128141;NM_004413","5'UTR;5'UTR",""
"cg07384589","cg07384589","16",89692360,"DPEP1;DPEP1","NM_001128141;NM_004413","5'UTR;5'UTR",""
"cg08984500","cg08984500","16",89692422,"DPEP1;DPEP1","NM_001128141;NM_004413","5'UTR;5'UTR",""
"cg05850404","cg05850404","16",89692491,"DPEP1;DPEP1","NM_001128141;NM_004413","5'UTR;5'UTR",""
"cg08949735","cg08949735","16",89699720,"DPEP1;DPEP1","NM_004413;NM_001128141","Body;Body",""
"cg07299526","cg07299526","16",89702762,"DPEP1;DPEP1","NM_004413;NM_001128141","Body;Body",""
"cg01920398","cg01920398","16",89703023,"DPEP1;DPEP1","NM_004413;NM_001128141","Body;Body",""
"cg01747591","cg01747591","16",89703612,"DPEP1;DPEP1","NM_004413;NM_001128141","Body;Body",""
"cg27313933","cg27313933","16",89704682,"DPEP1;DPEP1","NM_004413;NM_001128141","3'UTR;3'UTR",""
"cg07053948","cg07053948","16",89707281,"","","",""
"cg08723459","cg08723459","16",89711919,"CHMP1A;CHMP1A","NM_001083314;NM_002768","3'UTR;3'UTR","N_Shore"
"cg06047934","cg06047934","16",89712517,"CHMP1A;CHMP1A","NM_001083314;NM_002768","Body;Body","N_Shore"
"cg10485881","cg10485881","16",89712703,"CHMP1A;CHMP1A","NM_001083314;NM_002768","Body;Body","N_Shore"
"cg09399405","cg09399405","16",89712825,"CHMP1A;CHMP1A","NM_001083314;NM_002768","Body;Body","N_Shore"
"cg27134767","cg27134767","16",89713339,"CHMP1A;CHMP1A","NM_001083314;NM_002768","Body;Body","N_Shore"
"cg22314562","cg22314562","16",89713912,"CHMP1A;CHMP1A","NM_001083314;NM_002768","Body;Body","Island"
"cg04189768","cg04189768","16",89713915,"CHMP1A;CHMP1A","NM_001083314;NM_002768","Body;Body","Island"
"cg04240660","cg04240660","16",89714849,"CHMP1A;CHMP1A","NM_001083314;NM_002768","Body;Body","Island"
"cg03597607","cg03597607","16",89714999,"CHMP1A;CHMP1A","NM_001083314;NM_002768","Body;Body","S_Shore"
"cg07798295","cg07798295","16",89715839,"CHMP1A;CHMP1A","NM_001083314;NM_002768","Body;Body","S_Shore"
"cg16717988","cg16717988","16",89715857,"CHMP1A;CHMP1A","NM_001083314;NM_002768","Body;Body","S_Shore"
"cg01497921","cg01497921","16",89718583,"CHMP1A;CHMP1A","NM_001083314;NM_002768","Body;Body","S_Shelf"
